ENVIRONMENT,USERID,STATUS,CHANGEDATE,MEMO,CHANGEBY
N08,RSARDINHA,INACTIVE,2025-02-28-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSARDINHA,NEWREG,2024-01-04-11.01.07.000000,,MAXADMIN
N08,RSBARRETO,NEWREG,2025-11-30-03.38.09.000000,,ITEAM
N08,RSBARRETO,ACTIVE,2026-06-23-06.19.33.201000,,SILVERIOMAIA
N08,RSBARRETO,INACTIVE,2026-05-25-07.45.03.350000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSBARRETO,ACTIVE,2025-11-30-03.50.10.000000,,SILVERIOMAIA
N08,RSCALDAS,ACTIVE,2025-05-18-06.03.27.000000,,UELITONJUNIOR
N08,RSCALDAS,INACTIVE,2026-07-13-07.45.01.876000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSCALDAS,ACTIVE,2026-05-14-07.02.32.475000,,SILVERIOMAIA
N08,RSCALDAS,INACTIVE,2026-03-26-07.45.02.298000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSCALDAS,ACTIVE,2025-10-23-13.28.36.000000,,LEONARDOFRANCISCO
N08,RSCALDAS,INACTIVE,2025-07-09-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSCALDAS,NEWREG,2025-05-18-06.02.45.000000,,ITEAM
N08,RSMARQUESDEASSIS,NEWREG,2025-11-30-03.48.42.000000,,ITEAM
N08,RSMARQUESDEASSIS,INACTIVE,2026-03-26-07.45.03.450000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSMARQUESDEASSIS,ACTIVE,2025-11-30-03.52.02.000000,,SILVERIOMAIA
N08,RSMCARVALHO,NEWREG,2026-04-18-22.32.51.320000,,MAXADMIN
N08,RSMCARVALHO,INACTIVE,2026-06-08-07.45.02.532000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSMCARVALHO,ACTIVE,2026-04-18-22.33.21.793000,,SILVERIOMAIA
N08,RSOUSA,NEWREG,2025-12-20-06.18.01.745000,,ITEAM
N08,RSOUSA,INACTIVE,2026-03-26-07.45.04.005000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSOUSA,ACTIVE,2025-12-20-06.18.40.802000,,LEONARDOFRANCISCO
N08,RSPAIVA,ACTIVE,2025-09-21-01.13.34.000000,,LEONARDOFRANCISCO
N08,RSPAIVA,INACTIVE,2026-05-01-07.45.02.412000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSPAIVA,ACTIVE,2025-11-16-20.20.55.000000,,LEONARDOFRANCISCO
N08,RSPAIVA,INACTIVE,2025-11-15-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSPAIVA,NEWREG,2025-09-21-01.12.58.000000,,ITEAM
N08,RSRAMOS,ACTIVE,2025-11-16-03.55.13.000000,,LEONARDOFRANCISCO
N08,RSRAMOS,INACTIVE,2026-03-26-07.45.03.264000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSRAMOS,NEWREG,2025-11-16-03.50.04.000000,,ITEAM
N08,RSRODRIGUES,BLOCKED,2025-07-06-06.54.06.000000,,MAXADMIN
N08,RSRODRIGUES,ACTIVE,2025-07-06-06.59.50.000000,,MAXADMIN
N08,RSRODRIGUES,ACTIVE,2025-07-05-15.48.15.000000,,LEONARDOFRANCISCO
N08,RSRODRIGUES,NEWREG,2025-07-05-15.44.38.000000,,ITEAM
N08,RSRODRIGUES,INACTIVE,2025-09-01-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSSANTOS,NEWREG,2025-10-25-16.23.56.000000,,ITEAM
N08,RSSANTOS,INACTIVE,2026-03-26-07.45.03.735000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSSANTOS,ACTIVE,2025-10-25-16.26.53.000000,,LEONARDOFRANCISCO
N08,RSVIEIRA,NEWREG,2026-02-01-03.44.06.074000,,ITEAM
N08,RSVIEIRA,INACTIVE,2026-03-26-07.45.04.509000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RSVIEIRA,ACTIVE,2026-02-01-04.03.34.123000,,LEONARDOFRANCISCO
N08,RTAVARES,ACTIVE,2025-11-22-02.04.29.000000,,LEONARDOFRANCISCO
N08,RTAVARES,INACTIVE,2026-03-26-07.45.03.055000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RTAVARES,NEWREG,2025-11-22-02.03.28.000000,,ITEAM
N08,RTCOIMBRA,NEWREG,2026-04-25-01.46.42.649000,,MAXADMIN
N08,RTCOIMBRA,INACTIVE,2026-06-21-07.45.02.595000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RTCOIMBRA,ACTIVE,2026-04-25-01.47.31.709000,,SILVERIOMAIA
N08,RTEIXEIRA,NEWREG,2025-09-23-14.07.35.000000,,ITEAM
N08,RTEIXEIRA,INACTIVE,2026-03-26-07.45.02.730000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RTEIXEIRA,ACTIVE,2025-12-22-05.41.35.467000,,HELPDESK
N08,RTEIXEIRA,INACTIVE,2025-11-26-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RTEIXEIRA,ACTIVE,2025-09-23-14.09.03.000000,,LEONARDOFRANCISCO
N08,RUANCARLOS,INACTIVE,2024-06-03-12.40.59.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RUANCARLOS,ACTIVE,2024-04-05-21.38.52.000000,,LEONARDOFRANCISCO
N08,RUANCARLOS,NEWREG,2024-04-05-21.35.12.000000,,MAXADMIN
N08,RUANPEREIRA,INACTIVE,2023-12-09-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RUANPEREIRA,ACTIVE,2023-10-19-15.31.07.000000,,ITEAM
N08,RUDSONMUNIZ,ACTIVE,2024-12-23-06.47.49.000000,,LEONARDOFRANCISCO
N08,RUDSONMUNIZ,ACTIVE,2024-12-27-05.53.08.000000,,SILVERIOMAIA
N08,RUDSONMUNIZ,ACTIVE,2024-12-25-05.58.44.000000,,LEONARDOFRANCISCO
N08,RUDSONMUNIZ,INACTIVE,2024-12-24-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,RUDSONMUNIZ,ACTIVE,2024-12-22-13.25.20.000000,,LEONARDOFRANCISCO
N08,RUDSONMUNIZ,NEWREG,2024-12-22-13.21.52.000000,,MAXADMIN
N08,RUDSONMUNIZ,INACTIVE,2024-12-26-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,RUDSONMUNIZ,ACTIVE,2024-12-24-06.37.00.000000,,LEONARDOFRANCISCO
N08,RUDSONMUNIZ,INACTIVE,2024-12-23-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,RUDSONMUNIZ,INACTIVE,2024-12-28-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,RUDSONMUNIZ,INACTIVE,2024-12-25-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,RUHANPMARTINS,NEWREG,2026-03-17-13.53.17.048000,,MAXADMIN
N08,RUHANPMARTINS,INACTIVE,2026-05-07-07.45.02.933000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RUHANPMARTINS,ACTIVE,2026-03-17-13.54.52.657000,,UELITONJUNIOR
N08,RVAZQUEZ,NEWREG,2026-03-20-17.27.47.800000,,MAXADMIN
N08,RVAZQUEZ,INACTIVE,2026-05-17-07.45.03.123000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RVAZQUEZ,ACTIVE,2026-03-20-17.41.30.898000,,SILVERIOMAIA
N08,RWALTZ,ACTIVE,2025-07-02-20.44.03.000000,,LEONARDOFRANCISCO
N08,RWALTZ,INACTIVE,2026-04-07-07.45.01.985000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RWALTZ,ACTIVE,2026-02-14-18.14.53.231000,,MAXADMIN
N08,RWALTZ,BLOCKED,2026-02-14-18.06.47.338000,,MAXADMIN
N08,RWALTZ,ACTIVE,2026-02-12-18.31.29.152000,Ticket#2026021229001291,HELPDESK
N08,RWALTZ,INACTIVE,2025-08-24-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RWALTZ,NEWREG,2025-07-02-20.43.07.000000,,ITEAM
N08,RYANMOREIRA,NEWREG,2026-02-02-16.02.48.354000,,ITEAM
N08,RYANMOREIRA,INACTIVE,2026-03-29-07.45.02.128000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,RYANMOREIRA,ACTIVE,2026-02-02-16.05.56.460000,,LEONARDOFRANCISCO
N08,SABINOO,NEWREG,2024-12-07-15.44.29.000000,,MAXADMIN
N08,SABINOO,INACTIVE,2025-01-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SABINOO,ACTIVE,2024-12-07-15.49.09.000000,,SILVERIOMAIA
N08,SABINOORLANDO,NEWREG,2024-12-07-15.36.35.000000,,MAXADMIN
N08,SABINOORLANDO,INACTIVE,2025-01-30-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SABINOORLANDO,ACTIVE,2024-12-07-15.49.14.000000,,SILVERIOMAIA
N08,SABRINADSOUZA,ACTIVE,2023-12-26-13.48.52.000000,,LEONARDOFRANCISCO
N08,SABRINADSOUZA,INACTIVE,2024-02-15-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SABRINADSOUZA,NEWREG,2023-12-26-11.53.42.000000,,MAXADMIN
N08,SALLESROBERTO,NEWREG,2025-04-05-17.34.15.000000,,ITEAM
N08,SALLESROBERTO,INACTIVE,2025-05-17-19.59.56.000000,,UELITONJUNIOR
N08,SALLESROBERTOFELIX,ACTIVE,2025-04-05-17.37.43.000000,,LEONARDOFRANCISCO
N08,SALLESROBERTOFELIX,NEWREG,2025-04-05-17.35.27.000000,,ITEAM
N08,SALLESROBERTOFELIX,INACTIVE,2025-06-05-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SAMOELBATISTA,ACTIVE,2026-01-22-14.22.11.491000,,ITEAM
N08,SAMOELBATISTA,INACTIVE,2026-03-26-07.45.04.366000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SAMUELHOEPFNER,INACTIVE,2024-12-25-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SAMUELHOEPFNER,ACTIVE,2024-11-04-14.23.25.000000,,ITEAM
N08,SAMUELLIMA,ACTIVE,2025-09-18-13.33.09.000000,,ITEAM
N08,SAMUELLIMA,INACTIVE,2026-03-26-07.45.02.669000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SAMUELLOPES,ACTIVE,2024-01-19-16.47.44.000000,,LEONARDOFRANCISCO
N08,SAMUELLOPES,INACTIVE,2024-03-10-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SAMUELLOPES,NEWREG,2024-01-19-16.46.05.000000,,MAXADMIN
N08,SAMUELSILVA,ACTIVE,2018-11-12-14.03.48.000000,,JULINECAETANO
N08,SAMUELSILVA,INACTIVE,2019-06-13-07.49.40.000000,usuarios inativados de acordo com solicitação Pedro Vinicius em 07/06/19,MAXADOOG
N08,SAMUELTEIXEIRA,INACTIVE,2023-11-03-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SAMUELTEIXEIRA,ACTIVE,2023-08-11-15.57.15.000000,,ITEAM
N08,SANDERSONCHARETA,NEWREG,2025-03-12-19.43.09.000000,,ITEAM
N08,SANDERSONCHARETA,INACTIVE,2025-05-13-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SANDERSONCHARETA,ACTIVE,2025-03-23-23.00.39.000000,,SILVERIOMAIA
N08,SANDROBERRIEL,ACTIVE,2015-09-15-11.52.04.000000,,MAXADMIN
N08,SANDROBERRIEL,INACTIVE,2016-12-01-09.45.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
N08,SANTOSHENRIQUE,ACTIVE,2025-01-31-10.23.28.000000,,ITEAM
N08,SANTOSHENRIQUE,INACTIVE,2025-04-24-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SANTOSJULIO,NEWREG,2026-03-21-17.27.12.086000,,MAXADMIN
N08,SANTOSJULIO,INACTIVE,2026-05-11-07.45.02.071000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SANTOSJULIO,ACTIVE,2026-03-21-17.39.38.543000,,SILVERIOMAIA
N08,SAPMONDAL,NEWREG,2025-08-28-14.52.22.000000,,ITEAM
N08,SAPMONDAL,INACTIVE,2025-10-20-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SAPMONDAL,ACTIVE,2025-08-28-14.55.42.000000,,LEONARDOFRANCISCO
N08,SAULLOMINISTERIO,ACTIVE,2025-02-21-09.10.42.000000,,ITEAM
N08,SAULLOMINISTERIO,INACTIVE,2025-04-13-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SAULOCUNHA,ACTIVE,2023-10-19-15.58.16.000000,,ITEAM
N08,SAULODELGADO,ACTIVE,2024-02-04-09.39.14.000000,,SILVERIOMAIA
N08,SAULODELGADO,NEWREG,2024-02-04-08.28.57.000000,,MAXADMIN
N08,SAULODELGADO,INACTIVE,2024-03-28-06.00.24.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SAULOEMERICK,INACTIVE,2024-01-31-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SAULOEMERICK,NEWREG,2023-12-11-15.44.36.000000,,MAXADMIN
N08,SAULOEMERICK,ACTIVE,2023-12-11-15.49.14.000000,,SILVERIOMAIA
N08,SAUMITRASENGUPTA,ACTIVE,2015-11-03-15.16.27.000000,,MAXADMIN
N08,SAUMITRASENGUPTA,INACTIVE,2017-06-26-14.05.27.000000,,MAXADOOG
N08,SAVIOCAETANO,ACTIVE,2017-07-04-19.10.25.000000,,MAXADOOG
N08,SAVIOCAETANO,INACTIVE,2019-01-25-16.22.20.000000,Inativando usuarios que não acessaram o sistema nos ultimos seis meses,MAXADOOG
N08,SAVIOHENRIQUE,NEWREG,2024-12-20-16.41.28.000000,,MAXADMIN
N08,SAVIOHENRIQUE,INACTIVE,2025-05-17-20.00.05.000000,,UELITONJUNIOR
N08,SAVIOMENDES,NEWREG,2024-01-04-08.58.09.000000,,MAXADMIN
N08,SAVIOMENDES,INACTIVE,2024-02-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SAVIOMENDES,ACTIVE,2024-01-04-09.54.58.000000,,SILVERIOMAIA
N08,SAVIOROBERTO,BLOCKED,2022-05-27-00.53.32.000000,,MAXADMIN
N08,SAVIOROBERTO,ACTIVE,2018-07-26-07.27.25.000000,,JULINECAETANO
N08,SAVIOROBERTO,ACTIVE,2022-05-27-03.49.12.000000,,MAXADMIN
N08,SAVIOROBERTO,ACTIVE,2022-05-27-00.59.12.000000,,MAXADMIN
N08,SAVIOROBERTO,BLOCKED,2022-05-27-03.45.51.000000,,MAXADMIN
N08,SAVIOROBERTO,INACTIVE,2023-07-30-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SCHARETA,INACTIVE,2025-05-21-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SCHARETA,ACTIVE,2025-03-23-23.05.58.000000,,SILVERIOMAIA
N08,SCHARETA,NEWREG,2025-03-23-23.05.04.000000,,ITEAM
N08,SCHSANTO,NEWREG,2025-09-21-13.44.25.000000,,ITEAM
N08,SCHSANTO,INACTIVE,2026-03-26-07.45.02.824000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SCHSANTO,ACTIVE,2025-12-21-05.58.05.071000,,LEONARDOFRANCISCO
N08,SCHSANTO,INACTIVE,2025-12-21-01.00.02.385000,Automatic Inativate expired user access,MAXADMIN
N08,SCHSANTO,ACTIVE,2025-12-20-16.05.10.053000,,LEONARDOFRANCISCO
N08,SCHSANTO,INACTIVE,2025-11-23-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SCHSANTO,ACTIVE,2025-09-21-13.45.53.000000,,LEONARDOFRANCISCO
N08,SCOTTCOTTELL,ACTIVE,2014-05-27-15.03.26.000000,,MAXADMIN
N08,SCOTTCOTTELL,INACTIVE,2016-12-01-09.45.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
N08,SCOTTVANTDWELL,INACTIVE,2016-12-01-09.45.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
N08,SCOTTVANTDWELL,ACTIVE,2014-05-12-16.58.32.000000,,MAXADMIN
N08,SERGIO.COIMBRA,INACTIVE,2016-12-01-09.45.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
N08,SERGIO.COIMBRA,ACTIVE,2013-10-21-08.25.20.000000,,MAXADMIN
N08,SERGIOAMARAL,ACTIVE,2024-01-13-06.20.31.000000,,SILVERIOMAIA
N08,SERGIOAMARAL,NEWREG,2024-01-12-16.00.57.000000,,MAXADMIN
N08,SERGIOAMARAL,INACTIVE,2024-03-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIOMACEDO,ACTIVE,2024-01-08-09.37.45.000000,,SILVERIOMAIA
N08,SERGIOMACEDO,NEWREG,2024-01-08-09.36.46.000000,,MAXADMIN
N08,SERGIOMACEDO,INACTIVE,2024-02-28-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIOMARCOSROCHA,INACTIVE,2024-08-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIOMARCOSROCHA,ACTIVE,2024-06-15-15.41.46.000000,,LEONARDOFRANCISCO
N08,SERGIOMARCOSROCHA,NEWREG,2024-06-15-15.31.21.000000,,MAXADMIN
N08,SERGIOMATOS,ACTIVE,2024-12-05-07.45.55.000000,0379746,HELPDESK
N08,SERGIOMATOS,ACTIVE,2026-03-19-06.38.27.643000,,MAXADMIN
N08,SERGIOMATOS,BLOCKED,2026-03-19-06.32.40.610000,,MAXADMIN
N08,SERGIOMATOS,INACTIVE,2025-10-11-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIOMATOS,ACTIVE,2025-12-04-08.25.13.000000,Ticket#2025120429000129,HELPDESK
N08,SERGIOMATOS,ACTIVE,2025-06-28-18.06.55.000000,,HELPDESK
N08,SERGIOMATOS,INACTIVE,2025-06-26-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIOMATOS,ACTIVE,2023-10-19-15.31.39.000000,,ITEAM
N08,SERGIOMATOS,ACTIVE,2025-05-04-06.39.35.000000,,HELPDESK
N08,SERGIOMATOS,INACTIVE,2024-07-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIOMATOS,INACTIVE,2025-01-29-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIOMATOS,ACTIVE,2025-01-28-20.22.07.000000,Ticket#2025012829001194,HELPDESK
N08,SERGIOMATOS,INACTIVE,2024-12-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIOPINNA,ACTIVE,2017-11-14-16.42.29.000000,SR140795,MAXADOOG
N08,SERGIOPINNA,INACTIVE,2017-10-30-13.46.39.000000,SR140079 - Ativado o usuario na ODN1,MAXADOOG
N08,SERGIOPINNA,ACTIVE,2017-09-01-14.19.25.000000,,MAXADOOG
N08,SERGIOPINNA,INACTIVE,2018-09-03-09.26.12.000000,Ticket#016740 — Atualização de usuarios MAXIMO - Processo de inativação,RENANAVNER
N08,SERGIORAMALHO,ACTIVE,2023-10-19-15.46.35.000000,,ITEAM
N08,SERGIORAMALHO,INACTIVE,2023-10-20-05.00.33.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIORAMALHO,ACTIVE,2022-08-08-13.12.59.000000,Ticket#0251455 — Senha do Maximo,ITEAM
N08,SERGIORAMALHO,ACTIVE,2022-04-04-14.00.01.000000,,ITEAM
N08,SERGIORAMALHO,ACTIVE,2023-08-07-21.43.39.000000,,MAXADOOG
N08,SERGIORAMALHO,INACTIVE,2022-05-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIORAMALHO,INACTIVE,2023-07-15-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIORAMALHO,INACTIVE,2021-12-08-05.01.55.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIORAMALHO,ACTIVE,2021-10-18-09.39.26.000000,,ITEAM
N08,SERGIORAMALHO,INACTIVE,2023-08-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIORAMALHO,ACTIVE,2023-11-17-05.14.32.000000,,HELPDESK
N08,SERGIOTUSHOLSKA,ACTIVE,2024-01-24-16.42.03.000000,,LEONARDOFRANCISCO
N08,SERGIOTUSHOLSKA,INACTIVE,2024-04-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERGIOTUSHOLSKA,NEWREG,2024-01-24-16.40.32.000000,,MAXADMIN
N08,SERLONVASCONCELOS,NEWREG,2024-01-29-09.57.41.000000,,MAXADMIN
N08,SERLONVASCONCELOS,INACTIVE,2024-02-01-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,SERLONVASCONCELOS,ACTIVE,2024-01-31-08.24.17.000000,Ticket#0338504 — Maximo - Reset de senha,ITEAM
N08,SERLONVASCONCELOS,INACTIVE,2024-08-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SERLONVASCONCELOS,INACTIVE,2024-02-06-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,SERLONVASCONCELOS,INACTIVE,2024-02-03-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,SERLONVASCONCELOS,ACTIVE,2024-02-02-14.55.08.000000,Ticket#0338880 — MOC-DOC-UNP-015511,ITEAM
N08,SERLONVASCONCELOS,INACTIVE,2024-01-30-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,SERLONVASCONCELOS,ACTIVE,2024-06-24-10.32.38.000000,0362678,HELPDESK
N08,SERLONVASCONCELOS,ACTIVE,2024-02-05-10.49.34.000000,,SILVERIOMAIA
N08,SERLONVASCONCELOS,ACTIVE,2024-01-29-10.07.40.000000,,SILVERIOMAIA
N08,SFERNANDES,ACTIVE,2025-03-25-08.48.33.000000,,SILVERIOMAIA
N08,SFERNANDES,INACTIVE,2025-05-15-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SFERNANDES,NEWREG,2025-03-25-08.42.24.000000,,ITEAM
N08,SGOMES,ACTIVE,2024-04-25-09.48.07.000000,,SILVERIOMAIA
N08,SGOMES,NEWREG,2024-04-25-09.44.35.000000,,MAXADMIN
N08,SGOMES,INACTIVE,2024-06-15-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SHANNONBROWN,INACTIVE,2016-12-01-09.45.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
N08,SHANNONBROWN,ACTIVE,2014-05-14-16.49.36.000000,,MAXADMIN
N08,SHSOUZA,NEWREG,2026-04-19-12.57.35.450000,,MAXADMIN
N08,SHSOUZA,ACTIVE,2026-06-30-08.15.20.892000,,LEONARDOFRANCISCO
N08,SHSOUZA,INACTIVE,2026-06-15-07.45.03.591000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SHSOUZA,ACTIVE,2026-04-19-12.58.54.610000,,SILVERIOMAIA
N08,SIDNEYPEREIRA,ACTIVE,2022-05-03-15.31.32.000000,,ITEAM
N08,SIERIKVISMAN,ACTIVE,2014-05-14-08.29.49.000000,,MAXADMIN
N08,SIERIKVISMAN,INACTIVE,2016-12-01-09.45.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
N08,SILASSILVA,ACTIVE,2014-05-14-09.09.45.000000,,MAXADMIN
N08,SILASSILVA,INACTIVE,2016-12-01-09.45.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
N08,SILMARNASCIMENTO,NEWREG,2024-12-29-16.49.22.000000,,MAXADMIN
N08,SILMARNASCIMENTO,INACTIVE,2025-02-22-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,SILMARNASCIMENTO,ACTIVE,2024-12-29-17.52.02.000000,,SILVERIOMAIA
N08,SILVAADALBERTO,ACTIVE,2026-02-09-10.58.47.461000,,ITEAM
N08,SILVAADALBERTO,INACTIVE,2026-05-08-07.45.01.827000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SILVANJUNIOR,ACTIVE,2025-09-20-12.57.12.000000,,LEONARDOFRANCISCO
N08,SILVANJUNIOR,INACTIVE,2026-03-26-07.45.02.682000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SILVANJUNIOR,NEWREG,2025-09-20-12.56.06.000000,,ITEAM
N08,SILVERIOMAIA,ACTIVE,2021-11-04-15.23.31.000000,,ITEAM
N08,SILVERIOMAIA,ACTIVE,2024-08-16-07.25.12.000000,,MAXADMIN
N08,SILVERIOMAIA,BLOCKED,2024-08-16-07.17.13.000000,,MAXADMIN
N08,SILVERIOMAIA,BLOCKED,2024-09-07-06.57.42.000000,,MAXADMIN
N08,SILVERIOMAIA,ACTIVE,2024-09-07-07.02.58.000000,,MAXADMIN
N08,SILVERIOMAIA,BLOCKED,2025-05-27-07.26.41.000000,,MAXADMIN
N08,SILVERIOMAIA,ACTIVE,2025-04-17-17.52.36.000000,,MAXADMIN
N08,SILVERIOMAIA,BLOCKED,2025-04-17-17.43.25.000000,,MAXADMIN
N08,SILVERIOMAIA,ACTIVE,2025-05-27-07.29.46.000000,,MAXADMIN
N08,SILVERIOMAIA,INACTIVE,2021-11-04-15.21.48.000000,Ticket#0218057 — TROCA DE ACESSO UNIDADE - SILVERIO MAIA,ITEAM
N08,SILVERIOMAIA,ACTIVE,2021-11-04-14.58.21.000000,,ITEAM
N08,SILVESTRELIMA,INACTIVE,2023-12-09-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SILVESTRELIMA,ACTIVE,2024-01-10-06.06.31.000000,,HELPDESK
N08,SILVESTRELIMA,ACTIVE,2023-10-19-15.58.39.000000,,ITEAM
N08,SILVIOANTONIO,INACTIVE,2023-12-09-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SILVIOANTONIO,ACTIVE,2023-10-19-15.32.15.000000,,ITEAM
N08,SILVIOANTONIO,ACTIVE,2026-05-26-08.59.32.826000,,MAXADMIN
N08,SILVIOANTONIO,BLOCKED,2026-05-26-08.50.29.611000,,MAXADMIN
N08,SILVIOANTONIO,ACTIVE,2026-05-18-09.05.05.367000,,HELPDESK
N08,SILVIOANTONIO,INACTIVE,2026-03-30-07.45.02.109000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SILVIOANTONIO,ACTIVE,2025-11-05-13.13.56.000000,,MAXADMIN
N08,SILVIOANTONIO,INACTIVE,2025-10-07-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SILVIOANTONIO,ACTIVE,2025-11-03-08.35.42.000000,,MAXADOOG
N08,SILVIOANTONIO,BLOCKED,2025-11-05-13.10.51.000000,,MAXADMIN
N08,SILVIOANTONIO,BLOCKED,2025-04-30-04.51.30.000000,,MAXADMIN
N08,SILVIOANTONIO,ACTIVE,2025-05-01-18.56.26.000000,Ticket#2025050129000228,HELPDESK
N08,SILVIOANTONIO,ACTIVE,2025-04-07-10.36.58.000000,Ticket#2025040629000248 — Acesso MAXIMO,ITEAM
